# Adobe-Japan1 IVSes
3402 E0100; Adobe-Japan1;CID+2454
391A E0100; Adobe-Japan1;CID+3870
396F E0100; Adobe-Japan1;CID+3957
39A4 E0100; Adobe-Japan1;CID+4015
39B8 E0100; Adobe-Japan1;CID+4036
3A5C E0100; Adobe-Japan1;CID+4207
3A6E E0100; Adobe-Japan1;CID+4229
3A73 E0100; Adobe-Japan1;CID+4235
3A85 E0100; Adobe-Japan1;CID+4254
3AC4 E0100; Adobe-Japan1;CID+4317
3ACB E0100; Adobe-Japan1;CID+4325
3AD6 E0100; Adobe-Japan1;CID+4337
3AD7 E0100; Adobe-Japan1;CID+4338
3AEA E0100; Adobe-Japan1;CID+4357
3AF3 E0100; Adobe-Japan1;CID+4367
3B0E E0100; Adobe-Japan1;CID+4397
3B1A E0100; Adobe-Japan1;CID+4411
3B1C E0100; Adobe-Japan1;CID+4414
3B22 E0100; Adobe-Japan1;CID+4421
3B6D E0100; Adobe-Japan1;CID+4495
3B77 E0100; Adobe-Japan1;CID+4506
3B87 E0100; Adobe-Japan1;CID+4523
3B88 E0100; Adobe-Japan1;CID+4525
3B8D E0100; Adobe-Japan1;CID+4530
3BA4 E0100; Adobe-Japan1;CID+4555
3BB6 E0100; Adobe-Japan1;CID+4574
3BC3 E0100; Adobe-Japan1;CID+4589
3BCD E0100; Adobe-Japan1;CID+4601
3BF0 E0100; Adobe-Japan1;CID+4637
3BF3 E0100; Adobe-Japan1;CID+4642
3C0F E0100; Adobe-Japan1;CID+4672
3C26 E0100; Adobe-Japan1;CID+4696
3CC3 E0100; Adobe-Japan1;CID+4857
3CD2 E0100; Adobe-Japan1;CID+4872
3D11 E0100; Adobe-Japan1;CID+4936
3D1E E0100; Adobe-Japan1;CID+4951
3D31 E0100; Adobe-Japan1;CID+4971
3D4E E0100; Adobe-Japan1;CID+5004
3D64 E0100; Adobe-Japan1;CID+5030
3D9A E0100; Adobe-Japan1;CID+5090
3DC0 E0100; Adobe-Japan1;CID+5132
3DCC E0100; Adobe-Japan1;CID+5147
3DD4 E0100; Adobe-Japan1;CID+5159
3E05 E0100; Adobe-Japan1;CID+5216
3E3F E0100; Adobe-Japan1;CID+5277
3E40 E0100; Adobe-Japan1;CID+5279
3E60 E0100; Adobe-Japan1;CID+5313
3E66 E0100; Adobe-Japan1;CID+5320
3E68 E0100; Adobe-Japan1;CID+5322
3E83 E0100; Adobe-Japan1;CID+5349
3E8A E0100; Adobe-Japan1;CID+5356
3E94 E0100; Adobe-Japan1;CID+5366
3EDA E0100; Adobe-Japan1;CID+5443
3F57 E0100; Adobe-Japan1;CID+5578
3F72 E0100; Adobe-Japan1;CID+5605
3F75 E0100; Adobe-Japan1;CID+5609
3F77 E0100; Adobe-Japan1;CID+5612
3FAE E0100; Adobe-Japan1;CID+5668
3FB1 E0100; Adobe-Japan1;CID+5672
3FC9 E0100; Adobe-Japan1;CID+5698
3FD7 E0100; Adobe-Japan1;CID+5714
3FDC E0100; Adobe-Japan1;CID+5721
4039 E0100; Adobe-Japan1;CID+5820
4058 E0100; Adobe-Japan1;CID+5852
4093 E0100; Adobe-Japan1;CID+5915
4103 E0100; Adobe-Japan1;CID+6031
4105 E0100; Adobe-Japan1;CID+6035
4148 E0100; Adobe-Japan1;CID+6105
414F E0100; Adobe-Japan1;CID+6113
4163 E0100; Adobe-Japan1;CID+6133
41B4 E0100; Adobe-Japan1;CID+6218
41BF E0100; Adobe-Japan1;CID+6230
41E6 E0100; Adobe-Japan1;CID+6271
41EE E0100; Adobe-Japan1;CID+6280
41F3 E0100; Adobe-Japan1;CID+6286
4207 E0100; Adobe-Japan1;CID+6307
420E E0100; Adobe-Japan1;CID+6314
4264 E0100; Adobe-Japan1;CID+6404
4293 E0100; Adobe-Japan1;CID+6455
42C6 E0100; Adobe-Japan1;CID+6508
42D6 E0100; Adobe-Japan1;CID+6525
42DD E0100; Adobe-Japan1;CID+6533
4302 E0100; Adobe-Japan1;CID+6572
432B E0100; Adobe-Japan1;CID+6615
4343 E0100; Adobe-Japan1;CID+6641
43EE E0100; Adobe-Japan1;CID+6820
43F0 E0100; Adobe-Japan1;CID+6822
4408 E0100; Adobe-Japan1;CID+6851
440C E0100; Adobe-Japan1;CID+6856
4417 E0100; Adobe-Japan1;CID+6868
441C E0100; Adobe-Japan1;CID+6874
4422 E0100; Adobe-Japan1;CID+6881
4453 E0100; Adobe-Japan1;CID+6933
445B E0100; Adobe-Japan1;CID+6942
4476 E0100; Adobe-Japan1;CID+6970
447A E0100; Adobe-Japan1;CID+6975
4491 E0100; Adobe-Japan1;CID+7001
44B3 E0100; Adobe-Japan1;CID+7039
44BE E0100; Adobe-Japan1;CID+7053
44D4 E0100; Adobe-Japan1;CID+7080
4508 E0100; Adobe-Japan1;CID+7146
450D E0100; Adobe-Japan1;CID+7153
4525 E0100; Adobe-Japan1;CID+7180
4543 E0100; Adobe-Japan1;CID+7218
457A E0100; Adobe-Japan1;CID+7286
459D E0100; Adobe-Japan1;CID+7327
45B8 E0100; Adobe-Japan1;CID+7357
45BE E0100; Adobe-Japan1;CID+7363
45E5 E0100; Adobe-Japan1;CID+7404
45EA E0100; Adobe-Japan1;CID+7409
460F E0100; Adobe-Japan1;CID+7448
4610 E0100; Adobe-Japan1;CID+7449
4641 E0100; Adobe-Japan1;CID+7498
4665 E0100; Adobe-Japan1;CID+7536
46A1 E0100; Adobe-Japan1;CID+7599
46AE E0100; Adobe-Japan1;CID+7613
46AF E0100; Adobe-Japan1;CID+7615
470C E0100; Adobe-Japan1;CID+7710
471F E0100; Adobe-Japan1;CID+7732
4764 E0100; Adobe-Japan1;CID+7804
47E6 E0100; Adobe-Japan1;CID+7936
47FD E0100; Adobe-Japan1;CID+7960
4816 E0100; Adobe-Japan1;CID+7986
481E E0100; Adobe-Japan1;CID+7995
4844 E0100; Adobe-Japan1;CID+8035
484E E0100; Adobe-Japan1;CID+8045
48B5 E0100; Adobe-Japan1;CID+8154
49B0 E0100; Adobe-Japan1;CID+8416
49E7 E0100; Adobe-Japan1;CID+8473
49FA E0100; Adobe-Japan1;CID+8492
4A04 E0100; Adobe-Japan1;CID+8503
4A29 E0100; Adobe-Japan1;CID+8544
4ABC E0100; Adobe-Japan1;CID+8697
4B38 E0100; Adobe-Japan1;CID+8828
4B3B E0100; Adobe-Japan1;CID+8832
4B7E E0100; Adobe-Japan1;CID+8903
4BC2 E0100; Adobe-Japan1;CID+8975
4BCA E0100; Adobe-Japan1;CID+8983
4BD2 E0100; Adobe-Japan1;CID+8992
4BE8 E0100; Adobe-Japan1;CID+9016
4C17 E0100; Adobe-Japan1;CID+9064
4C20 E0100; Adobe-Japan1;CID+9074
4C38 E0100; Adobe-Japan1;CID+9099
4CC4 E0100; Adobe-Japan1;CID+9246
4CD1 E0100; Adobe-Japan1;CID+9260
4CE1 E0100; Adobe-Japan1;CID+9276
4D07 E0100; Adobe-Japan1;CID+9315
4D77 E0100; Adobe-Japan1;CID+9431
4E00 E0100; Adobe-Japan1;CID+9506
4E01 E0100; Adobe-Japan1;CID+9507
4E02 E0100; Adobe-Japan1;CID+9508
4E03 E0100; Adobe-Japan1;CID+9510
4E04 E0100; Adobe-Japan1;CID+9512
4E05 E0100; Adobe-Japan1;CID+9513
4E07 E0100; Adobe-Japan1;CID+9515
4E08 E0100; Adobe-Japan1;CID+9516
4E08 E0101; Adobe-Japan1;CID+62080
4E09 E0100; Adobe-Japan1;CID+9517
4E0A E0100; Adobe-Japan1;CID+9518
4E0B E0100; Adobe-Japan1;CID+9519
4E0C E0100; Adobe-Japan1;CID+9520
4E0D E0100; Adobe-Japan1;CID+9521
4E0E E0100; Adobe-Japan1;CID+9522
4E0E E0101; Adobe-Japan1;CID+62081
4E0F E0100; Adobe-Japan1;CID+9525
4E10 E0100; Adobe-Japan1;CID+9528
4E11 E0100; Adobe-Japan1;CID+9531
4E12 E0100; Adobe-Japan1;CID+9533
4E14 E0100; Adobe-Japan1;CID+9535
4E15 E0100; Adobe-Japan1;CID+9536
4E16 E0100; Adobe-Japan1;CID+9538
4E17 E0100; Adobe-Japan1;CID+9540
4E18 E0100; Adobe-Japan1;CID+9541
4E19 E0100; Adobe-Japan1;CID+9543
4E19 E0101; Adobe-Japan1;CID+62082
4E1E E0100; Adobe-Japan1;CID+9548
4E1F E0100; Adobe-Japan1;CID+9550
4E21 E0100; Adobe-Japan1;CID+9553
4E23 E0100; Adobe-Japan1;CID+9556
4E24 E0100; Adobe-Japan1;CID+9557
4E26 E0100; Adobe-Japan1;CID+9559
4E26 E0101; Adobe-Japan1;CID+62083
4E28 E0100; Adobe-Japan1;CID+9561
4E29 E0100; Adobe-Japan1;CID+9562
4E2A E0100; Adobe-Japan1;CID+9564
4E2B E0100; Adobe-Japan1;CID+9566
4E2C E0100; Adobe-Japan1;CID+9568
4E2D E0100; Adobe-Japan1;CID+9569
4E2E E0100; Adobe-Japan1;CID+9570
4E2F E0100; Adobe-Japan1;CID+9571
4E30 E0100; Adobe-Japan1;CID+9572
4E30 E0101; Adobe-Japan1;CID+62084
4E31 E0100; Adobe-Japan1;CID+9574
4E32 E0100; Adobe-Japan1;CID+9576
4E35 E0100; Adobe-Japan1;CID+9579
4E36 E0100; Adobe-Japan1;CID+9581
4E37 E0100; Adobe-Japan1;CID+9582
4E38 E0100; Adobe-Japan1;CID+9583
4E39 E0100; Adobe-Japan1;CID+9585
4E39 E0101; Adobe-Japan1;CID+62085
4E3B E0100; Adobe-Japan1;CID+9587
4E3B E0101; Adobe-Japan1;CID+62086
4E3C E0100; Adobe-Japan1;CID+9588
4E3F E0100; Adobe-Japan1;CID+9592
4E40 E0100; Adobe-Japan1;CID+9593
4E41 E0100; Adobe-Japan1;CID+9594
4E42 E0100; Adobe-Japan1;CID+9595
4E43 E0100; Adobe-Japan1;CID+9596
4E44 E0100; Adobe-Japan1;CID+9598
4E45 E0100; Adobe-Japan1;CID+9599
4E47 E0100; Adobe-Japan1;CID+9601
4E48 E0100; Adobe-Japan1;CID+9603
4E4B E0100; Adobe-Japan1;CID+9607
4E4D E0100; Adobe-Japan1;CID+9610
4E4E E0100; Adobe-Japan1;CID+9611
4E4F E0100; Adobe-Japan1;CID+9612
4E51 E0100; Adobe-Japan1;CID+9615
4E55 E0100; Adobe-Japan1;CID+9619
4E56 E0100; Adobe-Japan1;CID+9620
4E57 E0100; Adobe-Japan1;CID+9623
4E58 E0100; Adobe-Japan1;CID+9624
4E59 E0100; Adobe-Japan1;CID+9626
4E5A E0100; Adobe-Japan1;CID+9627
4E5C E0100; Adobe-Japan1;CID+9629
4E5D E0100; Adobe-Japan1;CID+9631
4E5E E0100; Adobe-Japan1;CID+9632
4E5F E0100; Adobe-Japan1;CID+9633
4E62 E0100; Adobe-Japan1;CID+9637
4E63 E0100; Adobe-Japan1;CID+9638
4E68 E0100; Adobe-Japan1;CID+9644
4E69 E0100; Adobe-Japan1;CID+9646
4E71 E0100; Adobe-Japan1;CID+9655
4E73 E0100; Adobe-Japan1;CID+9657
4E73 E0101; Adobe-Japan1;CID+62087
4E74 E0100; Adobe-Japan1;CID+9659
4E75 E0100; Adobe-Japan1;CID+9660
4E79 E0100; Adobe-Japan1;CID+9667
4E7E E0100; Adobe-Japan1;CID+9672
4E7F E0100; Adobe-Japan1;CID+9673
4E80 E0100; Adobe-Japan1;CID+9676
4E82 E0100; Adobe-Japan1;CID+9678
4E85 E0100; Adobe-Japan1;CID+9684
4E86 E0100; Adobe-Japan1;CID+9685
4E88 E0100; Adobe-Japan1;CID+9689
4E89 E0100; Adobe-Japan1;CID+9690
4E8A E0100; Adobe-Japan1;CID+9692
4E8B E0100; Adobe-Japan1;CID+9693
4E8C E0100; Adobe-Japan1;CID+9694
4E8D E0100; Adobe-Japan1;CID+9695
4E8E E0100; Adobe-Japan1;CID+9696
4E91 E0100; Adobe-Japan1;CID+9700
4E92 E0100; Adobe-Japan1;CID+9702
4E94 E0100; Adobe-Japan1;CID+9705
4E95 E0100; Adobe-Japan1;CID+9707
4E96 E0100; Adobe-Japan1;CID+9708
4E97 E0100; Adobe-Japan1;CID+9709
4E98 E0100; Adobe-Japan1;CID+9710
4E99 E0100; Adobe-Japan1;CID+9711
4E9B E0100; Adobe-Japan1;CID+9714
4E9C E0100; Adobe-Japan1;CID+9716
4E9D E0100; Adobe-Japan1;CID+9717
4E9E E0100; Adobe-Japan1;CID+9719
4E9F E0100; Adobe-Japan1;CID+9721
4EA0 E0100; Adobe-Japan1;CID+9724
4EA1 E0100; Adobe-Japan1;CID+9726
4EA1 E0101; Adobe-Japan1;CID+62088
4EA2 E0100; Adobe-Japan1;CID+9729
4EA4 E0100; Adobe-Japan1;CID+9732
4EA4 E0101; Adobe-Japan1;CID+62089
4EA5 E0100; Adobe-Japan1;CID+9734
4EA6 E0100; Adobe-Japan1;CID+9736
4EA8 E0100; Adobe-Japan1;CID+9740
4EAB E0100; Adobe-Japan1;CID+9744
4EAC E0100; Adobe-Japan1;CID+9746
4EAD E0100; Adobe-Japan1;CID+9748
4EAE E0100; Adobe-Japan1;CID+9750
4EAF E0100; Adobe-Japan1;CID+9753
4EB0 E0100; Adobe-Japan1;CID+9755
4EB3 E0100; Adobe-Japan1;CID+9760
4EB6 E0100; Adobe-Japan1;CID+9766
4EB9 E0100; Adobe-Japan1;CID+9770
4EBA E0100; Adobe-Japan1;CID+9773
4EBB E0100; Adobe-Japan1;CID+9775
4EBC E0100; Adobe-Japan1;CID+9776
4EC0 E0100; Adobe-Japan1;CID+9781
4EC1 E0100; Adobe-Japan1;CID+9782
4EC2 E0100; Adobe-Japan1;CID+9783
4EC3 E0100; Adobe-Japan1;CID+9784
4EC4 E0100; Adobe-Japan1;CID+9785
4EC6 E0100; Adobe-Japan1;CID+9788
4EC7 E0100; Adobe-Japan1;CID+9790
4EC8 E0100; Adobe-Japan1;CID+9791
4ECA E0100; Adobe-Japan1;CID+9795
4ECA E0101; Adobe-Japan1;CID+61665
4ECB E0100; Adobe-Japan1;CID+9798
4ECD E0100; Adobe-Japan1;CID+9801
4ECE E0100; Adobe-Japan1;CID+9803
4ECF E0100; Adobe-Japan1;CID+9805
4ED0 E0100; Adobe-Japan1;CID+9807
4ED4 E0100; Adobe-Japan1;CID+9811
4ED5 E0100; Adobe-Japan1;CID+9813
4ED6 E0100; Adobe-Japan1;CID+9814
4ED7 E0100; Adobe-Japan1;CID+9816
4ED8 E0100; Adobe-Japan1;CID+9817
4ED9 E0100; Adobe-Japan1;CID+9818
4EDA E0100; Adobe-Japan1;CID+9820
4EDB E0100; Adobe-Japan1;CID+9822
4EDD E0100; Adobe-Japan1;CID+9824
4EDE E0100; Adobe-Japan1;CID+9826
4EDF E0100; Adobe-Japan1;CID+9828
4EE0 E0100; Adobe-Japan1;CID+9829
4EE1 E0100; Adobe-Japan1;CID+9830
4EE2 E0100; Adobe-Japan1;CID+9831
4EE3 E0100; Adobe-Japan1;CID+9832
4EE4 E0100; Adobe-Japan1;CID+9833
4EE5 E0100; Adobe-Japan1;CID+9836
4EE8 E0100; Adobe-Japan1;CID+9840
4EEB E0100; Adobe-Japan1;CID+9843
4EED E0100; Adobe-Japan1;CID+9846
4EEE E0100; Adobe-Japan1;CID+9847
4EEF E0100; Adobe-Japan1;CID+9849
4EF0 E0100; Adobe-Japan1;CID+9851
4EF1 E0100; Adobe-Japan1;CID+9853
4EF2 E0100; Adobe-Japan1;CID+9856
4EF3 E0100; Adobe-Japan1;CID+9857
4EF5 E0100; Adobe-Japan1;CID+9861
4EF6 E0100; Adobe-Japan1;CID+9862
4EF7 E0100; Adobe-Japan1;CID+9863
4EFB E0100; Adobe-Japan1;CID+9868
4EFC E0100; Adobe-Japan1;CID+9870
4EFD E0100; Adobe-Japan1;CID+9871
4EFE E0100; Adobe-Japan1;CID+9874
4EFF E0100; Adobe-Japan1;CID+9875
4F00 E0100; Adobe-Japan1;CID+9877
4F01 E0100; Adobe-Japan1;CID+9880
4F02 E0100; Adobe-Japan1;CID+9882
4F03 E0100; Adobe-Japan1;CID+9883
4F08 E0100; Adobe-Japan1;CID+9888
4F09 E0100; Adobe-Japan1;CID+9889
4F0A E0100; Adobe-Japan1;CID+9891
4F0B E0100; Adobe-Japan1;CID+9892
4F0C E0100; Adobe-Japan1;CID+9894
4F0D E0100; Adobe-Japan1;CID+9895
4F0E E0100; Adobe-Japan1;CID+9897
4F0F E0100; Adobe-Japan1;CID+9899
4F10 E0100; Adobe-Japan1;CID+9900
4F11 E0100; Adobe-Japan1;CID+9901
4F12 E0100; Adobe-Japan1;CID+9902
4F15 E0100; Adobe-Japan1;CID+9906
4F16 E0100; Adobe-Japan1;CID+9907
4F17 E0100; Adobe-Japan1;CID+9908
4F19 E0100; Adobe-Japan1;CID+9911
4F1A E0100; Adobe-Japan1;CID+9914
4F1C E0100; Adobe-Japan1;CID+9917
4F1D E0100; Adobe-Japan1;CID+9918
4F2B E0100; Adobe-Japan1;CID+9935
4F2E E0100; Adobe-Japan1;CID+9939
4F2F E0100; Adobe-Japan1;CID+9940
4F30 E0100; Adobe-Japan1;CID+9941
4F31 E0100; Adobe-Japan1;CID+9942
4F33 E0100; Adobe-Japan1;CID+9944
4F34 E0100; Adobe-Japan1;CID+9946
4F34 E0101; Adobe-Japan1;CID+62090
4F35 E0100; Adobe-Japan1;CID+9947
4F36 E0100; Adobe-Japan1;CID+9948
4F37 E0100; Adobe-Japan1;CID+9951
4F38 E0100; Adobe-Japan1;CID+9952
4F39 E0100; Adobe-Japan1;CID+9953
4F3A E0100; Adobe-Japan1;CID+9954
4F3B E0100; Adobe-Japan1;CID+9955
4F3C E0100; Adobe-Japan1;CID+9957
4F3D E0100; Adobe-Japan1;CID+9959
4F3E E0100; Adobe-Japan1;CID+9960
4F40 E0100; Adobe-Japan1;CID+9963
4F42 E0100; Adobe-Japan1;CID+9965
4F43 E0100; Adobe-Japan1;CID+9966
4F46 E0100; Adobe-Japan1;CID+9969
4F47 E0100; Adobe-Japan1;CID+9970
4F48 E0100; Adobe-Japan1;CID+9972
4F49 E0100; Adobe-Japan1;CID+9973
4F4B E0100; Adobe-Japan1;CID+9976
4F4C E0100; Adobe-Japan1;CID+9977
4F4D E0100; Adobe-Japan1;CID+9979
4F4E E0100; Adobe-Japan1;CID+9981
4F4F E0100; Adobe-Japan1;CID+9984
4F4F E0101; Adobe-Japan1;CID+62091
4F50 E0100; Adobe-Japan1;CID+9986
4F51 E0100; Adobe-Japan1;CID+9987
4F52 E0100; Adobe-Japan1;CID+9988
4F53 E0100; Adobe-Japan1;CID+9990
4F54 E0100; Adobe-Japan1;CID+9991
4F55 E0100; Adobe-Japan1;CID+9992
4F56 E0100; Adobe-Japan1;CID+9993
4F57 E0100; Adobe-Japan1;CID+9994
4F58 E0100; Adobe-Japan1;CID+9996
4F59 E0100; Adobe-Japan1;CID+9999
4F5A E0100; Adobe-Japan1;CID+10001
4F5B E0100; Adobe-Japan1;CID+10002
4F5C E0100; Adobe-Japan1;CID+10004
4F5D E0100; Adobe-Japan1;CID+10005
4F5E E0100; Adobe-Japan1;CID+10006
4F5F E0100; Adobe-Japan1;CID+10009
4F60 E0100; Adobe-Japan1;CID+10011
4F60 E0101; Adobe-Japan1;CID+61818
4F63 E0100; Adobe-Japan1;CID+10015
4F64 E0100; Adobe-Japan1;CID+10017
4F69 E0100; Adobe-Japan1;CID+10024
4F6A E0100; Adobe-Japan1;CID+10025
4F6C E0100; Adobe-Japan1;CID+10027
4F6E E0100; Adobe-Japan1;CID+10030
4F6F E0100; Adobe-Japan1;CID+10032
4F70 E0100; Adobe-Japan1;CID+10034
4F71 E0100; Adobe-Japan1;CID+10035
4F73 E0100; Adobe-Japan1;CID+10038
4F73 E0101; Adobe-Japan1;CID+62092
4F75 E0100; Adobe-Japan1;CID+10041
4F75 E0101; Adobe-Japan1;CID+62093
4F76 E0100; Adobe-Japan1;CID+10042
4F77 E0100; Adobe-Japan1;CID+10043
4F78 E0100; Adobe-Japan1;CID+10045
4F79 E0100; Adobe-Japan1;CID+10046
4F7A E0100; Adobe-Japan1;CID+10047
4F7B E0100; Adobe-Japan1;CID+10050
4F7C E0100; Adobe-Japan1;CID+10051
4F7D E0100; Adobe-Japan1;CID+10053
4F7E E0100; Adobe-Japan1;CID+10056
4F7F E0100; Adobe-Japan1;CID+10059
4F7F E0101; Adobe-Japan1;CID+62094
4F81 E0100; Adobe-Japan1;CID+10061
4F82 E0100; Adobe-Japan1;CID+10062
4F83 E0100; Adobe-Japan1;CID+10065
4F84 E0100; Adobe-Japan1;CID+10067
4F85 E0100; Adobe-Japan1;CID+10069
4F86 E0100; Adobe-Japan1;CID+10071
4F88 E0100; Adobe-Japan1;CID+10073
4F89 E0100; Adobe-Japan1;CID+10075
4F8A E0100; Adobe-Japan1;CID+10077
4F8B E0100; Adobe-Japan1;CID+10078
4F8C E0100; Adobe-Japan1;CID+10080
4F8D E0100; Adobe-Japan1;CID+10082
4F8E E0100; Adobe-Japan1;CID+10084
4F8F E0100; Adobe-Japan1;CID+10085
4F90 E0100; Adobe-Japan1;CID+10086
4F91 E0100; Adobe-Japan1;CID+10087
4F92 E0100; Adobe-Japan1;CID+10089
4F93 E0100; Adobe-Japan1;CID+10092
4F94 E0100; Adobe-Japan1;CID+10093
4F96 E0100; Adobe-Japan1;CID+10096
4F97 E0100; Adobe-Japan1;CID+10098
4F98 E0100; Adobe-Japan1;CID+10099
4F99 E0100; Adobe-Japan1;CID+10102
4F9A E0100; Adobe-Japan1;CID+10103
4F9B E0100; Adobe-Japan1;CID+10104
4F9D E0100; Adobe-Japan1;CID+10107
4F9E E0100; Adobe-Japan1;CID+10109
4F9F E0100; Adobe-Japan1;CID+10112
4FA0 E0100; Adobe-Japan1;CID+10114
4FA1 E0100; Adobe-Japan1;CID+10115
4FAB E0100; Adobe-Japan1;CID+10125
4FAD E0100; Adobe-Japan1;CID+10129
4FAE E0100; Adobe-Japan1;CID+10130
4FAE E0101; Adobe-Japan1;CID+58920
4FAF E0100; Adobe-Japan1;CID+10132
4FB2 E0100; Adobe-Japan1;CID+10137
4FB5 E0100; Adobe-Japan1;CID+10143
4FB5 E0101; Adobe-Japan1;CID+62095
4FB6 E0100; Adobe-Japan1;CID+10145
4FB7 E0100; Adobe-Japan1;CID+10146
4FB9 E0100; Adobe-Japan1;CID+10148
4FBB E0100; Adobe-Japan1;CID+10153
4FBC E0100; Adobe-Japan1;CID+10156
4FBD E0100; Adobe-Japan1;CID+10158
4FBE E0100; Adobe-Japan1;CID+10159
4FBF E0100; Adobe-Japan1;CID+10160
4FBF E0101; Adobe-Japan1;CID+62096
4FC0 E0100; Adobe-Japan1;CID+10161
4FC1 E0100; Adobe-Japan1;CID+10164
4FC2 E0100; Adobe-Japan1;CID+10167
4FC3 E0100; Adobe-Japan1;CID+10170
4FC4 E0100; Adobe-Japan1;CID+10171
4FC5 E0100; Adobe-Japan1;CID+10172
4FC6 E0100; Adobe-Japan1;CID+10174
4FC8 E0100; Adobe-Japan1;CID+10177
4FC9 E0100; Adobe-Japan1;CID+10180
4FCA E0100; Adobe-Japan1;CID+10181
4FCB E0100; Adobe-Japan1;CID+10185
4FCC E0100; Adobe-Japan1;CID+10186
4FCD E0100; Adobe-Japan1;CID+10187
4FCE E0100; Adobe-Japan1;CID+10189
4FCF E0100; Adobe-Japan1;CID+10190
4FD0 E0100; Adobe-Japan1;CID+10193
4FD1 E0100; Adobe-Japan1;CID+10194
4FD2 E0100; Adobe-Japan1;CID+10195
4FD3 E0100; Adobe-Japan1;CID+10197
4FD4 E0100; Adobe-Japan1;CID+10198
4FD7 E0100; Adobe-Japan1;CID+10201
4FD8 E0100; Adobe-Japan1;CID+10203
4FDA E0100; Adobe-Japan1;CID+10206
4FDB E0100; Adobe-Japan1;CID+10207
4FDC E0100; Adobe-Japan1;CID+10208
4FDD E0100; Adobe-Japan1;CID+10210
4FDF E0100; Adobe-Japan1;CID+10215
4FE0 E0100; Adobe-Japan1;CID+10218
4FE1 E0100; Adobe-Japan1;CID+10219
4FE2 E0100; Adobe-Japan1;CID+10221
4FE3 E0100; Adobe-Japan1;CID+10222
4FE4 E0100; Adobe-Japan1;CID+10223
4FE5 E0100; Adobe-Japan1;CID+10225
4FE6 E0100; Adobe-Japan1;CID+10226
4FEE E0100; Adobe-Japan1;CID+10235
4FEF E0100; Adobe-Japan1;CID+10237
4FF0 E0100; Adobe-Japan1;CID+10239
4FF1 E0100; Adobe-Japan1;CID+10240
4FF2 E0100; Adobe-Japan1;CID+10241
4FF3 E0100; Adobe-Japan1;CID+10243
4FF5 E0100; Adobe-Japan1;CID+10246
4FF6 E0100; Adobe-Japan1;CID+10248
4FF8 E0100; Adobe-Japan1;CID+10250
4FFA E0100; Adobe-Japan1;CID+10253
4FFC E0100; Adobe-Japan1;CID+10257
4FFD E0100; Adobe-Japan1;CID+10259
4FFE E0100; Adobe-Japan1;CID+10261
4FFF E0100; Adobe-Japan1;CID+10262
5000 E0100; Adobe-Japan1;CID+10264
5001 E0100; Adobe-Japan1;CID+10266
5002 E0100; Adobe-Japan1;CID+10267
